Tracking ID,Event Type,Timestamp
2160,Entry,0.06673333333333334
2154,Entry,0.06673333333333334
2155,Entry,0.06673333333333334
2157,Entry,0.06673333333333334
2167,Entry,0.10010000000000001
2170,Entry,0.13346666666666668
2157,Exit,0.16683333333333333
2175,Entry,0.23356666666666667
2185,Entry,0.6339666666666667
2174,Entry,1.0677333333333334
2185,Exit,1.4014
2213,Entry,1.8685333333333334
2214,Entry,1.8685333333333334
2214,Exit,2.1021
2220,Entry,2.135466666666667
2221,Entry,2.135466666666667
2227,Entry,2.2355666666666667
2213,Exit,2.2355666666666667
2213,Entry,2.2689333333333335
2110,Entry,2.2689333333333335
2227,Exit,2.2689333333333335
2220,Exit,2.3356666666666666
2213,Exit,2.3356666666666666
2221,Exit,2.3356666666666666
2238,Entry,2.736066666666667
2249,Entry,3.036366666666667
2160,Exit,3.036366666666667
2262,Entry,3.1698333333333335
2249,Exit,3.1698333333333335
2262,Exit,3.2365666666666666
2175,Exit,3.2699333333333334
2268,Entry,3.3033
2238,Exit,3.4367666666666667
2286,Entry,3.6703333333333332
2274,Entry,3.7037
2175,Entry,3.7370666666666668
2268,Exit,3.7370666666666668
2291,Entry,3.8371666666666666
2284,Entry,3.937266666666667
2293,Entry,3.937266666666667
2268,Entry,3.9706333333333332
2175,Exit,4.0040000000000004
2268,Exit,4.037366666666666
2286,Exit,4.037366666666666
2175,Entry,4.070733333333333
2110,Exit,4.070733333333333
2170,Exit,4.137466666666667
2286,Entry,4.170833333333333
2286,Exit,4.2042
2286,Entry,4.237566666666667
2293,Exit,4.237566666666667
2293,Entry,4.270933333333334
2293,Exit,4.437766666666667
2306,Entry,4.571233333333334
2291,Exit,4.637966666666666
2286,Exit,4.7047
2274,Exit,5.171833333333334
2274,Entry,5.2052000000000005
2286,Entry,5.2052000000000005
2284,Exit,5.372033333333333
2286,Exit,5.438766666666667
2286,Entry,5.472133333333334
2167,Exit,5.538866666666666
2350,Entry,5.572233333333333
2362,Entry,5.6723333333333334
2363,Entry,5.6723333333333334
2366,Entry,5.7057
2167,Entry,5.739066666666667
2174,Exit,5.739066666666667
2370,Entry,5.8058000000000005
2350,Exit,5.8058000000000005
2366,Exit,5.872533333333333
2373,Entry,5.9059
2362,Exit,5.9059
2174,Entry,5.939266666666667
2274,Exit,5.939266666666667
2154,Exit,5.939266666666667
2167,Exit,5.939266666666667
2274,Entry,5.9726333333333335
2306,Exit,5.9726333333333335
2373,Exit,5.9726333333333335
2362,Entry,6.006
2363,Exit,6.039366666666667
2174,Exit,6.039366666666667
2175,Exit,6.039366666666667
2363,Entry,6.072733333333334
2284,Entry,6.1061000000000005
2370,Exit,6.1061000000000005
2274,Exit,6.1061000000000005
2155,Exit,6.1061000000000005
2362,Exit,6.1061000000000005
2363,Exit,6.1061000000000005
2391,Entry,6.139466666666666
2284,Exit,6.139466666666666
2286,Exit,6.139466666666666
2175,Entry,6.172833333333333
2306,Entry,6.2062
2395,Entry,6.2062
2175,Exit,6.2062
2167,Entry,6.239566666666667
2402,Entry,6.3063
2155,Entry,6.3063
2175,Entry,6.3063
2402,Exit,6.339666666666667
2408,Entry,6.373033333333334
2402,Entry,6.373033333333334
2363,Entry,6.373033333333334
2175,Exit,6.373033333333334
2274,Entry,6.4064000000000005
2402,Exit,6.4064000000000005
2410,Entry,6.439766666666666
2175,Entry,6.439766666666666
2391,Exit,6.473133333333333
2175,Exit,6.5065
2413,Entry,6.539866666666667
2418,Entry,6.6066
2413,Exit,6.6066
2410,Exit,6.673333333333334
2422,Entry,6.740066666666666
2363,Exit,6.740066666666666
2363,Entry,6.773433333333333
2435,Entry,6.9069
2438,Entry,6.940266666666667
2418,Exit,6.973633333333334
2422,Exit,6.973633333333334
2363,Exit,7.073733333333333
2435,Exit,7.1071
2435,Entry,7.140466666666667
2448,Entry,7.2072
2450,Entry,7.273933333333334
2418,Entry,7.374033333333333
2408,Exit,7.374033333333333
2438,Exit,7.4074
2363,Entry,7.4741333333333335
2459,Entry,7.5075
2461,Entry,7.540866666666667
2448,Exit,7.574233333333334
2450,Exit,7.574233333333334
2418,Exit,7.6076
2466,Entry,7.6409666666666665
2274,Exit,7.6409666666666665
2459,Exit,7.7077
2459,Entry,7.874533333333334
2363,Exit,7.874533333333334
2459,Exit,7.9412666666666665
2471,Entry,8.041366666666667
2408,Entry,8.174833333333334
2274,Entry,8.241566666666667
2461,Exit,8.4084
2478,Entry,8.441766666666666
2466,Exit,8.475133333333334
2274,Exit,8.5085
2466,Entry,8.541866666666667
2483,Entry,8.641966666666667
2408,Exit,8.641966666666667
2471,Exit,8.641966666666667
2490,Entry,8.775433333333334
2408,Entry,8.975633333333333
2494,Entry,9.009
2306,Exit,9.009
2478,Exit,9.009
2494,Exit,9.1091
2408,Exit,9.175833333333333
2155,Exit,9.442766666666667
2408,Entry,9.509500000000001
2408,Exit,9.542866666666667
2408,Entry,9.576233333333333
2408,Exit,9.6096
2408,Entry,9.642966666666666
2493,Entry,9.676333333333334
2435,Exit,9.676333333333334
2408,Exit,9.7097
2466,Exit,9.809800000000001
2408,Entry,9.843166666666667
2408,Exit,9.876533333333333
2530,Entry,10.143466666666667
2493,Exit,10.276933333333334
2493,Entry,10.3103
2530,Exit,10.343666666666667
2167,Exit,10.677333333333333
2493,Exit,10.710700000000001
2493,Entry,10.777433333333333
2560,Entry,10.844166666666666
2537,Entry,10.877533333333334
2561,Entry,10.9109
2537,Exit,10.9109
2563,Entry,10.944266666666667
2537,Entry,11.044366666666667
2537,Exit,11.077733333333333
2569,Entry,11.144466666666666
2537,Entry,11.244566666666667
2493,Exit,11.244566666666667
2561,Exit,11.4114
2578,Entry,11.444766666666666
2581,Entry,11.478133333333334
2588,Entry,11.644966666666667
2578,Exit,11.678333333333333
2483,Exit,11.678333333333333
2537,Exit,11.778433333333334
2595,Entry,11.8118
2596,Entry,11.845166666666668
2581,Exit,11.845166666666668
2588,Exit,11.945266666666667
2408,Entry,12.012
2608,Entry,12.078733333333334
2395,Exit,12.145466666666668
2563,Exit,12.145466666666668
2608,Exit,12.178833333333333
2608,Entry,12.212200000000001
2408,Exit,12.212200000000001
2408,Entry,12.3123
2490,Exit,12.379033333333334
2622,Entry,12.4124
2624,Entry,12.445766666666668
2563,Entry,12.445766666666668
2596,Exit,12.445766666666668
2633,Entry,12.579233333333333
2636,Entry,12.645966666666666
2608,Exit,12.645966666666666
2639,Entry,12.679333333333334
2563,Exit,12.679333333333334
2537,Entry,12.746066666666668
2633,Exit,12.746066666666668
2643,Entry,12.779433333333333
2608,Entry,12.812800000000001
2644,Entry,12.846166666666667
2608,Exit,12.846166666666667
2639,Exit,12.846166666666667
2646,Entry,12.879533333333333
2643,Exit,12.879533333333333
2648,Entry,12.9129
2537,Exit,12.9129
2588,Entry,12.946266666666666
2639,Entry,12.979633333333334
2648,Exit,12.979633333333334
2650,Entry,13.013
2651,Entry,13.046366666666668
2636,Exit,13.046366666666668
2588,Exit,13.046366666666668
2646,Exit,13.046366666666668
2622,Exit,13.113100000000001
