Tracking ID,Event Type,Timestamp
1945,Entry,0.06722689075630252
1946,Entry,0.06722689075630252
1943,Entry,0.06722689075630252
1945,Exit,0.13445378151260504
1945,Entry,0.16806722689075632
1944,Entry,0.4369747899159664
1957,Entry,0.6050420168067226
1960,Entry,0.7394957983193278
1960,Exit,0.8067226890756303
1962,Entry,0.907563025210084
1962,Exit,1.0756302521008403
1943,Exit,1.0756302521008403
1956,Entry,1.1092436974789917
1957,Exit,1.1764705882352942
1945,Exit,1.5126050420168067
1973,Entry,1.546218487394958
1946,Exit,1.6134453781512605
1973,Exit,1.7142857142857142
1989,Entry,2.0504201680672267
1957,Entry,2.1176470588235294
1992,Entry,2.2184873949579833
1968,Entry,2.319327731092437
1957,Exit,2.5546218487394956
1992,Exit,2.588235294117647
1989,Exit,2.722689075630252
2007,Entry,2.991596638655462
1956,Exit,3.0252100840336134
2009,Entry,3.1596638655462184
2009,Exit,3.2605042016806722
2029,Entry,3.6638655462184873
2007,Exit,3.697478991596639
2007,Entry,3.764705882352941
2029,Exit,4.168067226890757
2043,Entry,4.4033613445378155
2043,Exit,4.470588235294118
2043,Entry,4.605042016806722
1971,Entry,4.705882352941177
2054,Entry,4.907563025210084
1971,Exit,4.907563025210084
2043,Exit,4.9411764705882355
1971,Entry,4.974789915966387
2043,Entry,5.008403361344538
1971,Exit,5.008403361344538
2043,Exit,5.07563025210084
1971,Entry,5.243697478991597
1971,Exit,5.4789915966386555
1968,Exit,5.546218487394958
1968,Entry,5.579831932773109
2074,Entry,5.647058823529412
2007,Exit,5.714285714285714
2076,Entry,5.7478991596638656
1968,Exit,5.781512605042017
2074,Exit,5.815126050420168
2054,Exit,5.882352941176471
1968,Entry,6.2521008403361344
2076,Exit,6.588235294117647
1968,Exit,6.689075630252101
2115,Entry,6.756302521008403
2115,Exit,6.92436974789916
2115,Entry,7.226890756302521
2115,Exit,7.3277310924369745
